2022-11-03 20:10:00.449804,0
2022-11-03 20:10:00.731754,133.0
2022-11-03 20:10:00.758760,133.0
2022-11-03 20:10:00.789753,133.0
2022-11-03 20:10:00.819084,133.0
2022-11-03 20:10:00.848083,133.0
2022-11-03 20:10:00.873083,134.0
2022-11-03 20:10:00.900083,134.0
2022-11-03 20:10:00.927083,134.0
2022-11-03 20:10:00.956082,134.0
2022-11-03 20:10:00.981087,134.0
2022-11-03 20:10:01.010574,134.0
2022-11-03 20:10:01.041569,134.0
2022-11-03 20:10:01.071569,134.0
2022-11-03 20:10:01.100568,134.0
2022-11-03 20:10:01.129569,134.0
2022-11-03 20:10:01.157568,134.0
2022-11-03 20:10:01.188568,134.0
2022-11-03 20:10:01.217683,133.0
2022-11-03 20:10:01.243685,133.0
2022-11-03 20:10:01.270683,133.0
2022-11-03 20:10:01.298683,133.0
2022-11-03 20:10:01.327687,134.0
2022-11-03 20:10:01.351896,134.0
2022-11-03 20:10:01.376899,134.0
2022-11-03 20:10:01.402896,134.0
2022-11-03 20:10:01.432900,133.0
2022-11-03 20:10:01.460898,133.0
2022-11-03 20:10:01.464897,133.0
2022-11-03 20:10:01.496092,133.0
2022-11-03 20:10:01.533102,133.0
2022-11-03 20:10:01.569650,133.0
2022-11-03 20:10:01.597649,133.0
2022-11-03 20:10:01.624758,133.0
2022-11-03 20:10:01.650757,133.0
2022-11-03 20:10:01.677762,133.0
2022-11-03 20:10:01.704758,133.0
2022-11-03 20:10:01.731757,133.0
2022-11-03 20:10:01.760758,133.0
2022-11-03 20:10:01.787757,133.0
2022-11-03 20:10:01.817756,133.0
2022-11-03 20:10:01.845764,133.0
2022-11-03 20:10:01.873757,133.0
2022-11-03 20:10:01.899757,133.0
2022-11-03 20:10:01.927758,133.0
2022-11-03 20:10:01.952757,133.0
2022-11-03 20:10:01.981762,134.0
2022-11-03 20:10:02.008760,134.0
2022-11-03 20:10:02.034757,134.0
2022-11-03 20:10:02.062757,134.0
2022-11-03 20:10:02.090757,134.0
2022-11-03 20:10:02.118757,134.0
2022-11-03 20:10:02.144309,134.0
2022-11-03 20:10:02.172307,134.0
2022-11-03 20:10:02.201308,134.0
2022-11-03 20:10:02.230320,134.0
2022-11-03 20:10:02.258472,134.0
2022-11-03 20:10:02.291898,134.0
2022-11-03 20:10:02.324194,134.0
2022-11-03 20:10:02.354645,134.0
2022-11-03 20:10:02.384645,134.0
2022-11-03 20:10:02.416647,133.0
2022-11-03 20:10:02.446655,133.0
2022-11-03 20:10:02.475647,133.0
2022-11-03 20:10:02.507896,133.0
2022-11-03 20:10:02.539231,133.0
2022-11-03 20:10:02.570229,133.0
2022-11-03 20:10:02.599230,133.0
2022-11-03 20:10:02.639230,133.0
2022-11-03 20:10:02.674230,133.0
2022-11-03 20:10:02.703230,133.0
2022-11-03 20:10:02.735230,133.0
2022-11-03 20:10:02.766229,133.0
2022-11-03 20:10:02.797230,133.0
2022-11-03 20:10:02.827230,133.0
2022-11-03 20:10:02.858232,133.0
2022-11-03 20:10:02.890243,133.0
2022-11-03 20:10:02.921245,133.0
2022-11-03 20:10:02.954244,133.0
2022-11-03 20:10:02.984244,133.0
2022-11-03 20:10:03.016615,133.0
2022-11-03 20:10:03.051614,133.0
2022-11-03 20:10:03.086972,134.0
2022-11-03 20:10:03.118971,134.0
2022-11-03 20:10:03.151971,134.0
