,0,1
0,2022-11-03 20:24:49.136185,133.0
1,2022-11-03 20:24:49.160186,133.0
2,2022-11-03 20:24:49.184185,133.0
3,2022-11-03 20:24:49.209187,133.0
4,2022-11-03 20:24:49.236184,133.0
5,2022-11-03 20:24:49.239184,133.0
6,2022-11-03 20:24:49.262185,133.0
7,2022-11-03 20:24:49.285184,133.0
8,2022-11-03 20:24:49.312210,133.0
9,2022-11-03 20:24:49.337209,133.0
10,2022-11-03 20:24:49.363210,133.0
11,2022-11-03 20:24:49.387210,133.0
12,2022-11-03 20:24:49.412209,133.0
13,2022-11-03 20:24:49.439210,133.0
14,2022-11-03 20:24:49.464212,133.0
15,2022-11-03 20:24:49.489210,133.0
16,2022-11-03 20:24:49.516211,134.0
17,2022-11-03 20:24:49.544210,134.0
18,2022-11-03 20:24:49.568209,134.0
19,2022-11-03 20:24:49.593210,134.0
20,2022-11-03 20:24:49.618209,134.0
21,2022-11-03 20:24:49.644210,134.0
22,2022-11-03 20:24:49.668630,134.0
23,2022-11-03 20:24:49.695634,134.0
24,2022-11-03 20:24:49.722634,134.0
25,2022-11-03 20:24:49.754074,134.0
26,2022-11-03 20:24:49.789715,134.0
27,2022-11-03 20:24:49.818872,134.0
28,2022-11-03 20:24:49.853992,134.0
29,2022-11-03 20:24:49.881987,134.0
30,2022-11-03 20:24:49.911463,134.0
31,2022-11-03 20:24:49.937459,134.0
32,2022-11-03 20:24:49.967520,134.0
33,2022-11-03 20:24:49.994521,134.0
34,2022-11-03 20:24:50.021520,134.0
35,2022-11-03 20:24:50.050520,134.0
36,2022-11-03 20:24:50.079522,133.0
37,2022-11-03 20:24:50.105519,133.0
38,2022-11-03 20:24:50.132520,133.0
39,2022-11-03 20:24:50.157525,133.0
40,2022-11-03 20:24:50.186520,133.0
41,2022-11-03 20:24:50.211521,133.0
42,2022-11-03 20:24:50.236519,133.0
43,2022-11-03 20:24:50.264520,133.0
44,2022-11-03 20:24:50.291522,133.0
45,2022-11-03 20:24:50.318820,133.0
46,2022-11-03 20:24:50.345823,133.0
47,2022-11-03 20:24:50.372818,133.0
48,2022-11-03 20:24:50.403818,133.0
49,2022-11-03 20:24:50.435144,133.0
50,2022-11-03 20:24:50.462147,133.0
51,2022-11-03 20:24:50.488144,133.0
52,2022-11-03 20:24:50.517249,133.0
53,2022-11-03 20:24:50.546693,133.0
54,2022-11-03 20:24:50.575694,133.0
55,2022-11-03 20:24:50.605700,133.0
56,2022-11-03 20:24:50.636694,133.0
57,2022-11-03 20:24:50.666693,133.0
58,2022-11-03 20:24:50.695695,133.0
59,2022-11-03 20:24:50.723694,133.0
60,2022-11-03 20:24:50.753693,133.0
61,2022-11-03 20:24:50.783693,133.0
62,2022-11-03 20:24:50.812693,133.0
63,2022-11-03 20:24:50.841696,133.0
64,2022-11-03 20:24:50.870697,133.0
65,2022-11-03 20:24:50.900856,133.0
66,2022-11-03 20:24:50.931856,133.0
67,2022-11-03 20:24:50.961868,133.0
68,2022-11-03 20:24:50.991901,133.0
69,2022-11-03 20:24:51.021901,133.0
70,2022-11-03 20:24:51.050900,133.0
71,2022-11-03 20:24:51.083940,134.0
72,2022-11-03 20:24:51.112940,134.0
73,2022-11-03 20:24:51.142940,134.0
74,2022-11-03 20:24:51.175943,134.0
75,2022-11-03 20:24:51.207944,134.0
76,2022-11-03 20:24:51.238940,134.0
77,2022-11-03 20:24:51.270941,134.0
78,2022-11-03 20:24:51.300943,134.0
79,2022-11-03 20:24:51.331940,134.0
80,2022-11-03 20:24:51.360941,134.0
81,2022-11-03 20:24:51.389940,134.0
82,2022-11-03 20:24:51.419940,134.0
83,2022-11-03 20:24:51.448940,134.0
84,2022-11-03 20:24:51.480437,134.0
85,2022-11-03 20:24:51.508437,134.0
86,2022-11-03 20:24:51.541440,134.0
87,2022-11-03 20:24:51.573762,134.0
88,2022-11-03 20:24:51.603762,134.0
89,2022-11-03 20:24:51.637429,133.0
90,2022-11-03 20:24:51.669414,133.0
91,2022-11-03 20:24:51.702414,133.0
92,2022-11-03 20:24:51.732414,133.0
93,2022-11-03 20:24:51.764418,133.0
94,2022-11-03 20:24:51.797420,133.0
95,2022-11-03 20:24:51.831414,133.0
96,2022-11-03 20:24:51.862418,133.0
97,2022-11-03 20:24:51.893415,133.0
98,2022-11-03 20:24:51.923414,133.0
99,2022-11-03 20:24:51.955413,133.0
100,2022-11-03 20:24:51.989117,133.0
101,2022-11-03 20:24:52.021117,133.0
102,2022-11-03 20:24:52.052117,133.0
103,2022-11-03 20:24:52.085117,133.0
104,2022-11-03 20:24:52.119119,133.0
105,2022-11-03 20:24:52.149774,133.0
106,2022-11-03 20:24:52.182774,133.0
107,2022-11-03 20:24:52.213773,133.0
108,2022-11-03 20:24:52.245774,133.0
109,2022-11-03 20:24:52.282910,133.0
110,2022-11-03 20:24:52.322316,133.0
111,2022-11-03 20:24:52.362879,133.0
112,2022-11-03 20:24:52.396173,133.0
113,2022-11-03 20:24:52.432173,133.0
114,2022-11-03 20:24:52.472175,133.0
115,2022-11-03 20:24:52.508173,133.0
116,2022-11-03 20:24:52.541180,133.0
117,2022-11-03 20:24:52.575423,133.0
118,2022-11-03 20:24:52.609424,133.0
119,2022-11-03 20:24:52.644422,133.0
120,2022-11-03 20:24:52.681423,133.0
121,2022-11-03 20:24:52.715685,133.0
122,2022-11-03 20:24:52.750684,134.0
123,2022-11-03 20:24:52.785684,134.0
124,2022-11-03 20:24:52.819684,134.0
125,2022-11-03 20:24:52.854064,134.0
126,2022-11-03 20:24:52.891124,134.0
127,2022-11-03 20:24:52.925126,134.0
128,2022-11-03 20:24:52.960124,125.0
129,2022-11-03 20:24:52.997124,125.0
130,2022-11-03 20:24:53.033124,125.0
131,2022-11-03 20:24:53.070123,109.0
132,2022-11-03 20:24:53.106260,109.0
133,2022-11-03 20:24:53.143265,109.0
134,2022-11-03 20:24:53.180260,97.0
135,2022-11-03 20:24:53.217262,97.0
136,2022-11-03 20:24:53.252262,97.0
137,2022-11-03 20:24:53.289260,88.0
138,2022-11-03 20:24:53.325407,88.0
139,2022-11-03 20:24:53.361917,88.0
140,2022-11-03 20:24:53.397916,92.0
