,0,1
0,2022-11-03 20:08:17.586882,135.0
1,2022-11-03 20:08:17.611884,135.0
2,2022-11-03 20:08:17.637882,135.0
3,2022-11-03 20:08:17.665883,135.0
4,2022-11-03 20:08:17.692883,135.0
5,2022-11-03 20:08:17.715883,135.0
6,2022-11-03 20:08:17.755889,135.0
7,2022-11-03 20:08:17.784982,135.0
8,2022-11-03 20:08:17.812192,135.0
9,2022-11-03 20:08:17.846590,135.0
10,2022-11-03 20:08:17.874239,135.0
11,2022-11-03 20:08:17.903437,135.0
12,2022-11-03 20:08:17.932438,135.0
13,2022-11-03 20:08:17.961441,135.0
14,2022-11-03 20:08:17.988438,135.0
15,2022-11-03 20:08:18.016438,135.0
16,2022-11-03 20:08:18.044447,135.0
17,2022-11-03 20:08:18.073727,135.0
18,2022-11-03 20:08:18.098884,135.0
19,2022-11-03 20:08:18.124882,135.0
20,2022-11-03 20:08:18.154884,135.0
21,2022-11-03 20:08:18.185882,135.0
22,2022-11-03 20:08:18.233033,136.0
23,2022-11-03 20:08:18.264034,136.0
24,2022-11-03 20:08:18.298299,136.0
25,2022-11-03 20:08:18.329458,136.0
26,2022-11-03 20:08:18.359972,135.0
27,2022-11-03 20:08:18.391973,135.0
28,2022-11-03 20:08:18.431136,135.0
29,2022-11-03 20:08:18.459133,135.0
30,2022-11-03 20:08:18.490132,135.0
31,2022-11-03 20:08:18.518570,135.0
32,2022-11-03 20:08:18.547571,135.0
33,2022-11-03 20:08:18.576573,135.0
34,2022-11-03 20:08:18.604570,135.0
35,2022-11-03 20:08:18.635570,135.0
36,2022-11-03 20:08:18.665572,135.0
37,2022-11-03 20:08:18.692574,135.0
38,2022-11-03 20:08:18.720570,135.0
39,2022-11-03 20:08:18.748571,135.0
40,2022-11-03 20:08:18.776572,135.0
41,2022-11-03 20:08:18.804666,135.0
42,2022-11-03 20:08:18.833667,135.0
43,2022-11-03 20:08:18.862670,135.0
44,2022-11-03 20:08:18.890666,135.0
45,2022-11-03 20:08:18.919666,135.0
46,2022-11-03 20:08:18.948673,135.0
47,2022-11-03 20:08:18.975670,135.0
48,2022-11-03 20:08:19.005666,135.0
49,2022-11-03 20:08:19.034146,135.0
50,2022-11-03 20:08:19.066151,135.0
51,2022-11-03 20:08:19.094150,135.0
52,2022-11-03 20:08:19.123150,134.0
53,2022-11-03 20:08:19.154146,134.0
54,2022-11-03 20:08:19.185146,134.0
55,2022-11-03 20:08:19.218148,134.0
56,2022-11-03 20:08:19.249147,135.0
57,2022-11-03 20:08:19.280150,135.0
58,2022-11-03 20:08:19.309147,135.0
59,2022-11-03 20:08:19.340147,135.0
60,2022-11-03 20:08:19.371476,134.0
61,2022-11-03 20:08:19.402476,134.0
62,2022-11-03 20:08:19.434901,134.0
63,2022-11-03 20:08:19.465901,134.0
64,2022-11-03 20:08:19.499173,134.0
65,2022-11-03 20:08:19.531174,134.0
66,2022-11-03 20:08:19.561174,134.0
67,2022-11-03 20:08:19.594366,135.0
68,2022-11-03 20:08:19.625350,135.0
69,2022-11-03 20:08:19.657350,135.0
70,2022-11-03 20:08:19.690509,135.0
71,2022-11-03 20:08:19.724509,135.0
72,2022-11-03 20:08:19.758509,135.0
73,2022-11-03 20:08:19.791509,135.0
74,2022-11-03 20:08:19.824509,135.0
75,2022-11-03 20:08:19.859509,135.0
76,2022-11-03 20:08:19.892508,135.0
77,2022-11-03 20:08:19.929972,134.0
78,2022-11-03 20:08:19.959972,134.0
79,2022-11-03 20:08:19.989970,134.0
80,2022-11-03 20:08:20.022457,134.0
81,2022-11-03 20:08:20.052461,134.0
82,2022-11-03 20:08:20.087461,134.0
83,2022-11-03 20:08:20.123464,134.0
84,2022-11-03 20:08:20.157634,134.0
85,2022-11-03 20:08:20.189633,134.0
86,2022-11-03 20:08:20.222664,134.0
87,2022-11-03 20:08:20.257665,134.0
88,2022-11-03 20:08:20.289664,134.0
89,2022-11-03 20:08:20.326666,134.0
90,2022-11-03 20:08:20.366080,134.0
91,2022-11-03 20:08:20.400080,134.0
92,2022-11-03 20:08:20.435081,134.0
93,2022-11-03 20:08:20.468079,134.0
94,2022-11-03 20:08:20.503084,134.0
95,2022-11-03 20:08:20.538080,134.0
96,2022-11-03 20:08:20.572079,135.0
97,2022-11-03 20:08:20.605079,135.0
98,2022-11-03 20:08:20.639080,135.0
99,2022-11-03 20:08:20.672082,135.0
100,2022-11-03 20:08:20.706079,135.0
101,2022-11-03 20:08:20.739079,135.0
102,2022-11-03 20:08:20.771084,135.0
103,2022-11-03 20:08:20.808373,135.0
104,2022-11-03 20:08:20.846786,135.0
105,2022-11-03 20:08:20.880698,135.0
106,2022-11-03 20:08:20.915698,135.0
107,2022-11-03 20:08:20.949688,135.0
108,2022-11-03 20:08:20.983690,135.0
109,2022-11-03 20:08:21.018688,135.0
110,2022-11-03 20:08:21.053688,135.0
111,2022-11-03 20:08:21.088742,135.0
112,2022-11-03 20:08:21.124740,135.0
113,2022-11-03 20:08:21.159741,135.0
114,2022-11-03 20:08:21.195455,135.0
115,2022-11-03 20:08:21.232454,135.0
116,2022-11-03 20:08:21.270454,135.0
117,2022-11-03 20:08:21.305453,135.0
118,2022-11-03 20:08:21.341453,135.0
119,2022-11-03 20:08:21.377458,135.0
120,2022-11-03 20:08:21.414956,135.0
121,2022-11-03 20:08:21.451955,135.0
122,2022-11-03 20:08:21.489959,135.0
123,2022-11-03 20:08:21.525954,135.0
124,2022-11-03 20:08:21.563964,135.0
125,2022-11-03 20:08:21.601962,135.0
126,2022-11-03 20:08:21.637955,135.0
127,2022-11-03 20:08:21.674954,135.0
128,2022-11-03 20:08:21.712957,135.0
129,2022-11-03 20:08:21.751954,135.0
130,2022-11-03 20:08:21.789067,135.0
131,2022-11-03 20:08:21.830674,135.0
132,2022-11-03 20:08:21.867925,135.0
133,2022-11-03 20:08:21.907926,135.0
134,2022-11-03 20:08:21.946628,135.0
135,2022-11-03 20:08:21.984917,135.0
136,2022-11-03 20:08:22.023917,135.0
137,2022-11-03 20:08:22.061159,135.0
138,2022-11-03 20:08:22.101559,135.0
139,2022-11-03 20:08:22.141539,124.0
140,2022-11-03 20:08:22.183637,124.0
141,2022-11-03 20:08:22.221635,124.0
142,2022-11-03 20:08:22.262806,124.0
143,2022-11-03 20:08:22.313068,124.0
144,2022-11-03 20:08:22.366840,124.0
145,2022-11-03 20:08:22.411331,124.0
146,2022-11-03 20:08:22.455087,107.0
147,2022-11-03 20:08:22.496206,107.0
148,2022-11-03 20:08:22.537204,107.0
149,2022-11-03 20:08:22.577456,109.0
150,2022-11-03 20:08:22.618448,109.0
151,2022-11-03 20:08:22.657521,109.0
152,2022-11-03 20:08:22.698448,103.0
153,2022-11-03 20:08:22.739447,103.0
154,2022-11-03 20:08:22.781935,100.0
155,2022-11-03 20:08:22.822305,100.0
156,2022-11-03 20:08:22.865873,100.0
157,2022-11-03 20:08:22.906033,104.0
158,2022-11-03 20:08:22.949037,104.0
159,2022-11-03 20:08:22.989241,104.0
160,2022-11-03 20:08:23.030749,117.0
161,2022-11-03 20:08:23.071213,117.0
162,2022-11-03 20:08:23.110726,117.0
163,2022-11-03 20:08:23.154034,117.0
164,2022-11-03 20:08:23.196486,117.0
165,2022-11-03 20:08:23.238857,123.0
166,2022-11-03 20:08:23.280187,123.0
167,2022-11-03 20:08:23.321428,123.0
168,2022-11-03 20:08:23.363356,130.0
169,2022-11-03 20:08:23.403357,130.0
170,2022-11-03 20:08:23.446401,130.0
171,2022-11-03 20:08:23.487392,134.0
172,2022-11-03 20:08:23.530724,134.0
173,2022-11-03 20:08:23.571863,134.0
174,2022-11-03 20:08:23.613864,134.0
175,2022-11-03 20:08:23.655863,134.0
176,2022-11-03 20:08:23.697288,134.0
177,2022-11-03 20:08:23.740093,134.0
178,2022-11-03 20:08:23.785179,134.0
179,2022-11-03 20:08:23.828183,134.0
180,2022-11-03 20:08:23.871179,134.0
181,2022-11-03 20:08:23.915194,134.0
182,2022-11-03 20:08:23.959409,134.0
183,2022-11-03 20:08:24.003185,134.0
184,2022-11-03 20:08:24.048482,134.0
185,2022-11-03 20:08:24.090480,134.0
186,2022-11-03 20:08:24.137605,134.0
187,2022-11-03 20:08:24.183125,134.0
188,2022-11-03 20:08:24.226547,134.0
189,2022-11-03 20:08:24.270789,134.0
190,2022-11-03 20:08:24.315952,134.0
191,2022-11-03 20:08:24.362410,134.0
192,2022-11-03 20:08:24.417257,134.0
193,2022-11-03 20:08:24.462023,134.0
194,2022-11-03 20:08:24.513479,134.0
195,2022-11-03 20:08:24.562264,134.0
196,2022-11-03 20:08:24.606559,134.0
197,2022-11-03 20:08:24.654300,134.0
198,2022-11-03 20:08:24.700080,134.0
199,2022-11-03 20:08:24.748328,134.0
200,2022-11-03 20:08:24.793500,135.0
201,2022-11-03 20:08:24.838009,135.0
202,2022-11-03 20:08:24.882011,135.0
203,2022-11-03 20:08:24.929012,134.0
204,2022-11-03 20:08:24.973390,134.0
205,2022-11-03 20:08:25.017407,134.0
206,2022-11-03 20:08:25.060081,134.0
207,2022-11-03 20:08:25.102540,134.0
208,2022-11-03 20:08:25.146600,134.0
209,2022-11-03 20:08:25.190601,134.0
210,2022-11-03 20:08:25.234778,134.0
211,2022-11-03 20:08:25.279780,134.0
212,2022-11-03 20:08:25.322781,134.0
213,2022-11-03 20:08:25.369778,134.0
214,2022-11-03 20:08:25.416778,134.0
215,2022-11-03 20:08:25.466210,134.0
216,2022-11-03 20:08:25.513315,134.0
217,2022-11-03 20:08:25.558245,134.0
218,2022-11-03 20:08:25.608729,134.0
219,2022-11-03 20:08:25.665874,134.0
220,2022-11-03 20:08:25.720493,134.0
221,2022-11-03 20:08:25.776830,134.0
222,2022-11-03 20:08:25.825340,134.0
223,2022-11-03 20:08:25.880362,134.0
224,2022-11-03 20:08:25.954349,134.0
225,2022-11-03 20:08:26.010363,134.0
226,2022-11-03 20:08:26.059024,134.0
227,2022-11-03 20:08:26.113262,134.0
228,2022-11-03 20:08:26.166519,134.0
229,2022-11-03 20:08:26.217780,134.0
230,2022-11-03 20:08:26.271413,134.0
231,2022-11-03 20:08:26.323414,134.0
232,2022-11-03 20:08:26.372421,134.0
233,2022-11-03 20:08:26.429407,134.0
234,2022-11-03 20:08:26.478910,134.0
235,2022-11-03 20:08:26.532187,134.0
236,2022-11-03 20:08:26.602478,134.0
237,2022-11-03 20:08:26.658328,134.0
238,2022-11-03 20:08:26.715332,134.0
239,2022-11-03 20:08:26.765329,134.0
240,2022-11-03 20:08:26.821652,135.0
241,2022-11-03 20:08:26.873381,135.0
242,2022-11-03 20:08:26.933023,126.0
243,2022-11-03 20:08:26.985637,126.0
244,2022-11-03 20:08:27.041013,118.0
245,2022-11-03 20:08:27.101574,118.0
246,2022-11-03 20:08:27.152380,110.0
247,2022-11-03 20:08:27.213039,110.0
